Time,P634A,P634B,P634C,Q634A,Q634B,Q634C,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,Ptotal
322,0.924423966,1.674831729,2.321308821,0.461025244,4.242370437,1.971762084,0.486863106,1.150739205,3.080825952,0.438910575,1.01412176,1.866567389,7,7,0.1,0.583419556,0.233367822,0.41128739,0.233367822,0.274826254,0.233367822,0.274826254,0.233367822,0.583419556,0.233367822,0.41128739,0.233367822,0.274826254,0.233367822,0.274826254,0.233367822,0.583419556,0.233367822,0.41128739,0.233367822,0.274826254,0.233367822,0.274826254,0.233367822,0.583419556,0.233367822,0.41128739,0.233367822,0.274826254,0.233367822,0.274826254,0.233367822,0.199027345,0.199027345,0.199027345,0.198691804,35.52681492
323,0.798599434,1.664927131,2.321031821,0.498188784,4.381189345,1.972544584,0.527311952,1.206284129,3.081813452,0.386575237,1.181692791,1.866865889,7,7,0.1,0.583512856,0.233405142,0.41156319,0.233405142,0.274870204,0.233405142,0.274870204,0.233405142,0.583512856,0.233405142,0.41156319,0.233405142,0.274870204,0.233405142,0.274870204,0.233405142,0.583512856,0.233405142,0.41156319,0.233405142,0.274870204,0.233405142,0.274870204,0.233405142,0.583512856,0.233405142,0.41156319,0.233405142,0.274870204,0.233405142,0.274870204,0.233405142,0.199032215,0.199032215,0.199032215,0.198696694,35.43047742
324,0.73722644,1.750159954,2.320754821,0.535116243,4.274510841,1.973327084,0.58892423,1.278676334,3.082800952,0.34517513,1.407186379,1.867164389,7,7,0.1,0.583606156,0.233442462,0.41183899,0.233442462,0.274914154,0.233442462,0.274914154,0.233442462,0.583606156,0.233442462,0.41183899,0.233442462,0.274914154,0.233442462,0.274914154,0.233442462,0.583606156,0.233442462,0.41183899,0.233442462,0.274914154,0.233442462,0.274914154,0.233442462,0.583606156,0.233442462,0.41183899,0.233442462,0.274914154,0.233442462,0.274914154,0.233442462,0.199037083,0.199037083,0.199037083,0.198701582,35.43045405
325,0.775883928,1.820020705,2.320477821,0.560405395,4.118498906,1.974109584,0.61262299,1.231966289,3.083788452,0.35612267,1.462454268,1.867462889,7,7,0.1,0.583699456,0.233479782,0.41211479,0.233479782,0.274958104,0.233479782,0.274958104,0.233479782,0.583699456,0.233479782,0.41211479,0.233479782,0.274958104,0.233479782,0.274958104,0.233479782,0.583699456,0.233479782,0.41211479,0.233479782,0.274958104,0.233479782,0.274958104,0.233479782,0.583699456,0.233479782,0.41211479,0.233479782,0.274958104,0.233479782,0.274958104,0.233479782,0.19904195,0.19904195,0.19904195,0.19870647,35.53325698
326,0.824902988,1.949404383,2.320200821,0.570144107,3.953344753,1.974892084,0.602036737,1.157184592,3.084775952,0.425438131,1.271134865,1.867761389,7,7,0.1,0.583792756,0.233517102,0.41239059,0.233517102,0.275002054,0.233517102,0.275002054,0.233517102,0.583792756,0.233517102,0.41239059,0.233517102,0.275002054,0.233517102,0.275002054,0.233517102,0.583792756,0.233517102,0.41239059,0.233517102,0.275002054,0.233517102,0.275002054,0.233517102,0.583792756,0.233517102,0.41239059,0.233517102,0.275002054,0.233517102,0.275002054,0.233517102,0.199046816,0.199046816,0.199046816,0.198711356,35.65495395
327,0.861168178,2.150129545,2.319923821,0.561575142,3.724560614,1.975674584,0.559002463,1.1762188,3.085763452,0.498425903,1.023250696,1.868059889,7,7,0.1,0.583886056,0.233554422,0.41266639,0.233554422,0.275046004,0.233554422,0.275046004,0.233554422,0.583886056,0.233554422,0.41266639,0.233554422,0.275046004,0.233554422,0.275046004,0.233554422,0.583886056,0.233554422,0.41266639,0.233554422,0.275046004,0.233554422,0.275046004,0.233554422,0.583886056,0.233554422,0.41266639,0.233554422,0.275046004,0.233554422,0.275046004,0.233554422,0.199051681,0.199051681,0.199051681,0.198716242,35.71681366
328,0.883033624,2.300748792,2.319646821,0.542316556,3.445387629,1.976457084,0.513806276,1.159946509,3.086750952,0.538851726,0.973960539,1.868358389,7,7,0.1,0.583979356,0.233591742,0.41294219,0.233591742,0.275089954,0.233591742,0.275089954,0.233591742,0.583979356,0.233591742,0.41294219,0.233591742,0.275089954,0.233591742,0.275089954,0.233591742,0.583979356,0.233591742,0.41294219,0.233591742,0.275089954,0.233591742,0.275089954,0.233591742,0.583979356,0.233591742,0.41294219,0.233591742,0.275089954,0.233591742,0.275089954,0.233591742,0.199056545,0.199056545,0.199056545,0.198721126,35.71886015
329,0.884890112,2.323244453,2.319369821,0.525624927,3.18212771,1.977239584,0.517088271,1.091719582,3.087738452,0.555848371,1.096813173,1.868656889,7,7,0.1,0.584072656,0.233629062,0.41321799,0.233629062,0.275133904,0.233629062,0.275133904,0.233629062,0.584072656,0.233629062,0.41321799,0.233629062,0.275133904,0.233629062,0.275133904,0.233629062,0.584072656,0.233629062,0.41321799,0.233629062,0.275133904,0.233629062,0.275133904,0.233629062,0.584072656,0.233629062,0.41321799,0.233629062,0.275133904,0.233629062,0.275133904,0.233629062,0.199061408,0.199061408,0.199061408,0.198726009,35.72851364
330,0.848261926,2.347967336,2.319092821,0.506886987,3.280263526,1.978022084,0.535656274,1.050627846,3.088725952,0.581221955,1.24153976,1.868955389,7,7,0.1,0.584165956,0.233666382,0.41349379,0.233666382,0.275177854,0.233666382,0.275177854,0.233666382,0.584165956,0.233666382,0.41349379,0.233666382,0.275177854,0.233666382,0.275177854,0.233666382,0.584165956,0.233666382,0.41349379,0.233666382,0.275177854,0.233666382,0.275177854,0.233666382,0.584165956,0.233666382,0.41349379,0.233666382,0.275177854,0.233666382,0.275177854,0.233666382,0.19906627,0.19906627,0.19906627,0.198730891,35.72129909
331,0.784650656,2.28530386,2.318815821,0.4756439,3.709057382,1.978804584,0.53158486,1.058561758,3.089713452,0.60916063,1.327474758,1.869253889,7,7,0.1,0.584259256,0.233703702,0.41376959,0.233703702,0.275221804,0.233703702,0.275221804,0.233703702,0.584259256,0.233703702,0.41376959,0.233703702,0.275221804,0.233703702,0.275221804,0.233703702,0.584259256,0.233703702,0.41376959,0.233703702,0.275221804,0.233703702,0.275221804,0.233703702,0.584259256,0.233703702,0.41376959,0.233703702,0.275221804,0.233703702,0.275221804,0.233703702,0.199071131,0.199071131,0.199071131,0.198735773,35.65452198
332,0.803890379,2.100636222,2.318538821,0.454438613,3.976616379,1.979587084,0.545123598,1.156831169,3.090700952,0.61165662,1.326643566,1.869552389,7,7,0.1,0.584352556,0.233741022,0.41404539,0.233741022,0.275265754,0.233741022,0.275265754,0.233741022,0.584352556,0.233741022,0.41404539,0.233741022,0.275265754,0.233741022,0.275265754,0.233741022,0.584352556,0.233741022,0.41404539,0.233741022,0.275265754,0.233741022,0.275265754,0.233741022,0.584352556,0.233741022,0.41404539,0.233741022,0.275265754,0.233741022,0.275265754,0.233741022,0.19907599,0.19907599,0.19907599,0.198740653,35.67280114
333,0.881139627,2.045251763,2.318261821,0.428040605,3.923524652,1.980369584,0.586664718,1.267678501,3.091688452,0.595699136,1.266823103,1.869850889,7,7,0.1,0.584445856,0.233778342,0.41432119,0.233778342,0.275309704,0.233778342,0.275309704,0.233778342,0.584445856,0.233778342,0.41432119,0.233778342,0.275309704,0.233778342,0.275309704,0.233778342,0.584445856,0.233778342,0.41432119,0.233778342,0.275309704,0.233778342,0.275309704,0.233778342,0.584445856,0.233778342,0.41432119,0.233778342,0.275309704,0.233778342,0.275309704,0.233778342,0.199080849,0.199080849,0.199080849,0.198745531,35.753446
334,0.895923834,2.110845451,2.317984821,0.362574319,3.716157018,1.981152084,0.615311354,1.295031362,3.092675952,0.542157192,1.188538052,1.870149389,7,7,0.1,0.584539156,0.233815662,0.41459699,0.233815662,0.275353654,0.233815662,0.275353654,0.233815662,0.584539156,0.233815662,0.41459699,0.233815662,0.275353654,0.233815662,0.275353654,0.233815662,0.584539156,0.233815662,0.41459699,0.233815662,0.275353654,0.233815662,0.275353654,0.233815662,0.584539156,0.233815662,0.41459699,0.233815662,0.275353654,0.233815662,0.275353654,0.233815662,0.199085706,0.199085706,0.199085706,0.198750409,35.6820786
335,0.864315776,2.15138146,2.317707821,0.321493336,3.657270252,1.981934584,0.628420595,1.246622442,3.093663452,0.462820934,1.20898438,1.870447889,7,7,0.1,0.584632456,0.233852982,0.41487279,0.233852982,0.275397604,0.233852982,0.275397604,0.233852982,0.584632456,0.233852982,0.41487279,0.233852982,0.275397604,0.233852982,0.275397604,0.233852982,0.584632456,0.233852982,0.41487279,0.233852982,0.275397604,0.233852982,0.275397604,0.233852982,0.584632456,0.233852982,0.41487279,0.233852982,0.275397604,0.233852982,0.275397604,0.233852982,0.199090563,0.199090563,0.199090563,0.198755286,35.54737254
336,0.834035201,2.214463835,2.317430821,0.365775279,3.857355807,1.982717084,0.644102099,1.116642259,3.094650952,0.404465285,1.339257072,1.870746389,7,7,0.1,0.584725756,0.233890302,0.41514859,0.233890302,0.275441554,0.233890302,0.275441554,0.233890302,0.584725756,0.233890302,0.41514859,0.233890302,0.275441554,0.233890302,0.275441554,0.233890302,0.584725756,0.233890302,0.41514859,0.233890302,0.275441554,0.233890302,0.275441554,0.233890302,0.584725756,0.233890302,0.41514859,0.233890302,0.275441554,0.233890302,0.275441554,0.233890302,0.199095418,0.199095418,0.199095418,0.198760162,35.52290975
337,0.797943397,2.317742919,2.317153821,0.438361401,4.040777316,1.983499584,0.637463853,0.990222789,3.095638452,0.377082174,1.43515816,1.871044889,7,7,0.1,0.584819056,0.233927622,0.41542439,0.233927622,0.275485504,0.233927622,0.275485504,0.233927622,0.584819056,0.233927622,0.41542439,0.233927622,0.275485504,0.233927622,0.275485504,0.233927622,0.584819056,0.233927622,0.41542439,0.233927622,0.275485504,0.233927622,0.275485504,0.233927622,0.584819056,0.233927622,0.41542439,0.233927622,0.275485504,0.233927622,0.275485504,0.233927622,0.199100273,0.199100273,0.199100273,0.198765036,35.5295927
338,0.782920422,2.29571538,2.316876821,0.470141656,4.153233193,1.984282084,0.581043186,0.951647917,3.096625952,0.376599064,1.447276033,1.871343389,7,7,0.1,0.584912356,0.233964942,0.41570019,0.233964942,0.275529454,0.233964942,0.275529454,0.233964942,0.584912356,0.233964942,0.41570019,0.233964942,0.275529454,0.233964942,0.275529454,0.233964942,0.584912356,0.233964942,0.41570019,0.233964942,0.275529454,0.233964942,0.275529454,0.233964942,0.584912356,0.233964942,0.41570019,0.233964942,0.275529454,0.233964942,0.275529454,0.233964942,0.199105126,0.199105126,0.199105126,0.19876991,35.4936562
339,0.830243712,2.167185179,2.316599821,0.481475148,4.490523301,1.985064584,0.510133048,0.916571761,3.097613452,0.389581187,1.405965966,1.871641889,7,7,0.1,0.585005656,0.234002262,0.41597599,0.234002262,0.275573404,0.234002262,0.275573404,0.234002262,0.585005656,0.234002262,0.41597599,0.234002262,0.275573404,0.234002262,0.275573404,0.234002262,0.585005656,0.234002262,0.41597599,0.234002262,0.275573404,0.234002262,0.275573404,0.234002262,0.585005656,0.234002262,0.41597599,0.234002262,0.275573404,0.234002262,0.275573404,0.234002262,0.199109978,0.199109978,0.199109978,0.198774783,35.49859495
340,0.896901207,2.084510725,2.316322821,0.509518284,4.835486914,1.985847084,0.477240378,0.878506219,3.098600952,0.411737344,1.330344721,1.871940389,7,7,0.1,0.585098956,0.234039582,0.41625179,0.234039582,0.275617354,0.234039582,0.275617354,0.234039582,0.585098956,0.234039582,0.41625179,0.234039582,0.275617354,0.234039582,0.275617354,0.234039582,0.585098956,0.234039582,0.41625179,0.234039582,0.275617354,0.234039582,0.275617354,0.234039582,0.585098956,0.234039582,0.41625179,0.234039582,0.275617354,0.234039582,0.275617354,0.234039582,0.199114829,0.199114829,0.199114829,0.198779654,35.58676906
341,0.939559906,2.056832405,2.316045821,0.516113332,4.871799404,1.986629584,0.490105729,0.903984789,3.099588452,0.458032963,1.205470848,1.872238889,7,7,0.1,0.585192256,0.234076902,0.41652759,0.234076902,0.275661304,0.234076902,0.275661304,0.234076902,0.585192256,0.234076902,0.41652759,0.234076902,0.275661304,0.234076902,0.275661304,0.234076902,0.585192256,0.234076902,0.41652759,0.234076902,0.275661304,0.234076902,0.275661304,0.234076902,0.585192256,0.234076902,0.41652759,0.234076902,0.275661304,0.234076902,0.275661304,0.234076902,0.199119679,0.199119679,0.199119679,0.198784524,35.69939377
342,0.980398663,2.107188865,2.315768821,0.471212393,4.712473015,1.987412084,0.524389584,0.941785549,3.100575952,0.512650593,1.036633883,1.872537389,7,7,0.1,0.585285556,0.234114222,0.41680339,0.234114222,0.275705254,0.234114222,0.275705254,0.234114222,0.585285556,0.234114222,0.41680339,0.234114222,0.275705254,0.234114222,0.275705254,0.234114222,0.585285556,0.234114222,0.41680339,0.234114222,0.275705254,0.234114222,0.275705254,0.234114222,0.585285556,0.234114222,0.41680339,0.234114222,0.275705254,0.234114222,0.275705254,0.234114222,0.199124528,0.199124528,0.199124528,0.198789394,35.78844306
343,0.993470063,2.232716149,2.315491821,0.409174542,4.212358349,1.988194584,0.557717128,0.900657647,3.101563452,0.52903686,0.94487278,1.872835889,7,7,0.1,0.585378856,0.234151542,0.41707919,0.234151542,0.275749204,0.234151542,0.275749204,0.234151542,0.585378856,0.234151542,0.41707919,0.234151542,0.275749204,0.234151542,0.275749204,0.234151542,0.585378856,0.234151542,0.41707919,0.234151542,0.275749204,0.234151542,0.275749204,0.234151542,0.585378856,0.234151542,0.41707919,0.234151542,0.275749204,0.234151542,0.275749204,0.234151542,0.199129376,0.199129376,0.199129376,0.198794262,35.79340041
344,0.959614115,2.22618974,2.315214821,0.365396673,3.589564044,1.988977084,0.597473803,0.837537464,3.102550952,0.501213807,0.937854778,1.873134389,7,7,0.1,0.585472156,0.234188862,0.41735499,0.234188862,0.275793154,0.234188862,0.275793154,0.234188862,0.585472156,0.234188862,0.41735499,0.234188862,0.275793154,0.234188862,0.275793154,0.234188862,0.585472156,0.234188862,0.41735499,0.234188862,0.275793154,0.234188862,0.275793154,0.234188862,0.585472156,0.234188862,0.41735499,0.234188862,0.275793154,0.234188862,0.275793154,0.234188862,0.199134223,0.199134223,0.199134223,0.198799129,35.73191021
345,0.921175811,2.042596779,2.314937821,0.385610626,3.525124373,1.989759584,0.619178972,0.849787928,3.103538452,0.459446831,0.890471315,1.873432889,7,7,0.1,0.585565456,0.234226182,0.41763079,0.234226182,0.275837104,0.234226182,0.275837104,0.234226182,0.585565456,0.234226182,0.41763079,0.234226182,0.275837104,0.234226182,0.275837104,0.234226182,0.585565456,0.234226182,0.41763079,0.234226182,0.275837104,0.234226182,0.275837104,0.234226182,0.585565456,0.234226182,0.41763079,0.234226182,0.275837104,0.234226182,0.275837104,0.234226182,0.199139069,0.199139069,0.199139069,0.198803995,35.69783404
346,0.907512349,1.962636292,2.314660821,0.481978021,4.069134228,1.990542084,0.574692157,0.902193644,3.104525952,0.41215725,0.834059601,1.873731389,7,7,0.1,0.585658756,0.234263502,0.41790659,0.234263502,0.275881054,0.234263502,0.275881054,0.234263502,0.585658756,0.234263502,0.41790659,0.234263502,0.275881054,0.234263502,0.275881054,0.234263502,0.585658756,0.234263502,0.41790659,0.234263502,0.275881054,0.234263502,0.275881054,0.234263502,0.585658756,0.234263502,0.41790659,0.234263502,0.275881054,0.234263502,0.275881054,0.234263502,0.199143914,0.199143914,0.199143914,0.19880886,35.69297156
347,0.939673286,2.113313204,2.314383821,0.577318808,4.716994265,1.991324584,0.492152048,0.951444398,3.105513452,0.369590836,0.813938673,1.874029889,7,7,0.1,0.585752056,0.234300822,0.41818239,0.234300822,0.275925004,0.234300822,0.275925004,0.234300822,0.585752056,0.234300822,0.41818239,0.234300822,0.275925004,0.234300822,0.275925004,0.234300822,0.585752056,0.234300822,0.41818239,0.234300822,0.275925004,0.234300822,0.275925004,0.234300822,0.585752056,0.234300822,0.41818239,0.234300822,0.275925004,0.234300822,0.275925004,0.234300822,0.199148758,0.199148758,0.199148758,0.198813724,35.69957675
348,1.029039471,2.313251058,2.314106821,0.60102976,5.154210142,1.992107084,0.434492261,0.966418174,3.106500952,0.355350203,0.825139237,1.874328389,7,7,0.1,0.585845356,0.234338142,0.41845819,0.234338142,0.275968954,0.234338142,0.275968954,0.234338142,0.585845356,0.234338142,0.41845819,0.234338142,0.275968954,0.234338142,0.275968954,0.234338142,0.585845356,0.234338142,0.41845819,0.234338142,0.275968954,0.234338142,0.275968954,0.234338142,0.585845356,0.234338142,0.41845819,0.234338142,0.275968954,0.234338142,0.275968954,0.234338142,0.1991536,0.1991536,0.1991536,0.198818587,35.74496346
349,1.148308286,2.425903102,2.313829821,0.560693892,5.321420875,1.992889584,0.421433584,0.992305123,3.107488452,0.394823184,0.924335866,1.874626889,7,7,0.1,0.585938656,0.234375462,0.41873399,0.234375462,0.276012904,0.234375462,0.276012904,0.234375462,0.585938656,0.234375462,0.41873399,0.234375462,0.276012904,0.234375462,0.276012904,0.234375462,0.585938656,0.234375462,0.41873399,0.234375462,0.276012904,0.234375462,0.276012904,0.234375462,0.585938656,0.234375462,0.41873399,0.234375462,0.276012904,0.234375462,0.276012904,0.234375462,0.199158442,0.199158442,0.199158442,0.198823448,35.8545207
350,1.216987161,2.422363759,2.313552821,0.505536778,5.046997282,1.993672084,0.417929418,1.072611751,3.108475952,0.505828596,1.06179924,1.874925389,7,7,0.1,0.586031956,0.234412782,0.41900979,0.234412782,0.276056854,0.234412782,0.276056854,0.234412782,0.586031956,0.234412782,0.41900979,0.234412782,0.276056854,0.234412782,0.276056854,0.234412782,0.586031956,0.234412782,0.41900979,0.234412782,0.276056854,0.234412782,0.276056854,0.234412782,0.586031956,0.234412782,0.41900979,0.234412782,0.276056854,0.234412782,0.276056854,0.234412782,0.199163282,0.199163282,0.199163282,0.198828309,35.9797537
351,1.170650146,2.235481689,2.313275821,0.490129061,4.426476,1.994454584,0.399522865,1.178638993,3.109463452,0.624118973,1.142419201,1.875223889,7,7,0.1,0.586125256,0.234450102,0.41928559,0.234450102,0.276100804,0.234450102,0.276100804,0.234450102,0.586125256,0.234450102,0.41928559,0.234450102,0.276100804,0.234450102,0.276100804,0.234450102,0.586125256,0.234450102,0.41928559,0.234450102,0.276100804,0.234450102,0.276100804,0.234450102,0.586125256,0.234450102,0.41928559,0.234450102,0.276100804,0.234450102,0.276100804,0.234450102,0.199168122,0.199168122,0.199168122,0.198833169,36.02210278
352,1.038594377,1.851065122,2.312998821,0.524053178,4.038109518,1.995237084,0.382929125,1.302955916,3.110450952,0.677098725,1.175424988,1.875522389,7,7,0.1,0.586218556,0.234487422,0.41956139,0.234487422,0.276144754,0.234487422,0.276144754,0.234487422,0.586218556,0.234487422,0.41956139,0.234487422,0.276144754,0.234487422,0.276144754,0.234487422,0.586218556,0.234487422,0.41956139,0.234487422,0.276144754,0.234487422,0.276144754,0.234487422,0.586218556,0.234487422,0.41956139,0.234487422,0.276144754,0.234487422,0.276144754,0.234487422,0.19917296,0.19917296,0.19917296,0.198838027,35.96456713
